Data
"{'data/savee/JK_sa01.wav': ('data/savee/DC_d01.wav', 16.72542174276519)}"
"{'data/savee/JK_sa01.wav': ('data/savee/JE_h01.wav', 16.18599137763025)}"
"{'data/savee/JK_sa15.wav': ('data/savee/DC_sa15.wav', 18.107213152269498)}"
"{'data/savee/JK_sa15.wav': ('data/savee/JE_sa15.wav', 19.33664429211989)}"
"{'data/savee/JK_n20.wav': ('data/savee/DC_n20.wav', 16.835398332766825)}"
"{'data/savee/JK_n20.wav': ('data/savee/JE_n20.wav', 16.865762385226812)}"
"{'data/savee/JK_n08.wav': ('data/savee/DC_n08.wav', 18.03199072912409)}"
"{'data/savee/JK_n08.wav': ('data/savee/JE_d08.wav', 18.20680595952797)}"
"{'data/savee/JK_f15.wav': ('data/savee/DC_f15.wav', 18.840296652558138)}"
"{'data/savee/JK_f15.wav': ('data/savee/JE_a08.wav', 19.24139827359553)}"
"{'data/savee/JK_f01.wav': ('data/savee/DC_f01.wav', 18.47197953335802)}"
"{'data/savee/JK_f01.wav': ('data/savee/JE_a01.wav', 16.6677475819202)}"
"{'data/savee/JK_d03.wav': ('data/savee/DC_sa03.wav', 16.923710351586685)}"
"{'data/savee/JK_d03.wav': ('data/savee/JE_n18.wav', 17.09465395540257)}"
"{'data/savee/JK_d02.wav': ('data/savee/DC_h02.wav', 16.267866514230782)}"
"{'data/savee/JK_d02.wav': ('data/savee/JE_f02.wav', 15.218481670737354)}"
"{'data/savee/JK_f14.wav': ('data/savee/DC_f14.wav', 17.87852105054501)}"
"{'data/savee/JK_f14.wav': ('data/savee/JE_a04.wav', 18.346616643471908)}"
"{'data/savee/JK_n09.wav': ('data/savee/DC_sa07.wav', 17.166837604436036)}"
"{'data/savee/JK_n09.wav': ('data/savee/JE_f10.wav', 18.161420127576715)}"
"{'data/savee/JK_n21.wav': ('data/savee/DC_d04.wav', 17.135064248585277)}"
"{'data/savee/JK_n21.wav': ('data/savee/JE_d04.wav', 15.627737176807031)}"
"{'data/savee/JK_sa14.wav': ('data/savee/DC_sa14.wav', 18.29980925920187)}"
"{'data/savee/JK_sa14.wav': ('data/savee/JE_sa13.wav', 20.388105417364734)}"
"{'data/savee/JK_sa02.wav': ('data/savee/DC_a02.wav', 15.716438134447365)}"
"{'data/savee/JK_sa02.wav': ('data/savee/JE_f02.wav', 14.94384511507374)}"
"{'data/savee/JK_n23.wav': ('data/savee/DC_n23.wav', 16.092418418060856)}"
