Data
"{'data/savee/DC_n13.wav': ('data/savee/JK_n13.wav', 16.701986875187284)}"
"{'data/savee/DC_n13.wav': ('data/savee/JE_n13.wav', 14.042628573609205)}"
"{'data/savee/DC_su09.wav': ('data/savee/JK_su09.wav', 18.4108476720965)}"
"{'data/savee/DC_su09.wav': ('data/savee/JE_h08.wav', 18.118424088267428)}"
"{'data/savee/DC_n07.wav': ('data/savee/JK_n07.wav', 19.133570722518623)}"
"{'data/savee/DC_n07.wav': ('data/savee/JE_n07.wav', 16.732604987344793)}"
"{'data/savee/DC_h01.wav': ('data/savee/JK_a01.wav', 18.22116102216072)}"
"{'data/savee/DC_h01.wav': ('data/savee/JE_su01.wav', 16.701559772003975)}"
"{'data/savee/DC_h15.wav': ('data/savee/JK_h15.wav', 15.746196982709023)}"
"{'data/savee/DC_h15.wav': ('data/savee/JE_h15.wav', 17.999627651780973)}"
"{'data/savee/DC_h14.wav': ('data/savee/JK_h14.wav', 16.987499193228235)}"
"{'data/savee/DC_h14.wav': ('data/savee/JE_h14.wav', 17.563461646342702)}"
"{'data/savee/DC_n06.wav': ('data/savee/JK_n06.wav', 20.966998184975928)}"
"{'data/savee/DC_n06.wav': ('data/savee/JE_n06.wav', 16.03736657316823)}"
"{'data/savee/DC_n12.wav': ('data/savee/JK_n12.wav', 17.89148662761266)}"
"{'data/savee/DC_n12.wav': ('data/savee/JE_n12.wav', 17.190085787427822)}"
"{'data/savee/DC_su08.wav': ('data/savee/JK_su08.wav', 15.978063517881381)}"
"{'data/savee/DC_su08.wav': ('data/savee/JE_su08.wav', 16.7714806878252)}"
"{'data/savee/DC_n04.wav': ('data/savee/JK_n04.wav', 17.86288128231842)}"
"{'data/savee/DC_n04.wav': ('data/savee/JE_n04.wav', 14.657455614328873)}"
"{'data/savee/DC_n10.wav': ('data/savee/JK_n10.wav', 16.09083915745786)}"
"{'data/savee/DC_n10.wav': ('data/savee/JE_n10.wav', 15.67353410164508)}"
"{'data/savee/DC_h02.wav': ('data/savee/JK_d02.wav', 16.267866514230782)}"
"{'data/savee/DC_h02.wav': ('data/savee/JE_h02.wav', 15.963083576468707)}"
"{'data/savee/DC_h03.wav': ('data/savee/JK_a03.wav', 13.304032664422108)}"
"{'data/savee/DC_h03.wav': ('data/savee/JE_a03.wav', 14.014879121573477)}"
"{'data/savee/DC_n11.wav': ('data/savee/JK_n11.wav', 19.728559802074546)}"
"{'data/savee/DC_n11.wav': ('data/savee/JE_n11.wav', 17.55946167013345)}"
"{'data/savee/DC_n05.wav': ('data/savee/JK_n05.wav', 18.317346490401956)}"
"{'data/savee/DC_n05.wav': ('data/savee/JE_n19.wav', 18.561841885723613)}"
"{'data/savee/DC_n29.wav': ('data/savee/JK_n29.wav', 16.331284970843562)}"
"{'data/savee/DC_n29.wav': ('data/savee/JE_n29.wav', 16.30018976701988)}"
"{'data/savee/DC_n01.wav': ('data/savee/JK_n01.wav', 20.647052797259864)}"
"{'data/savee/DC_n01.wav': ('data/savee/JE_n01.wav', 15.669035250419064)}"
"{'data/savee/DC_n15.wav': ('data/savee/JK_n15.wav', 17.73272359797985)}"
"{'data/savee/DC_n15.wav': ('data/savee/JE_n15.wav', 14.47308535753934)}"
"{'data/savee/DC_f08.wav': ('data/savee/JK_f08.wav', 16.483445010038594)}"
"{'data/savee/DC_f08.wav': ('data/savee/JE_f08.wav', 15.663348447371384)}"
"{'data/savee/DC_h13.wav': ('data/savee/JK_h13.wav', 14.396133996939582)}"
"{'data/savee/DC_h13.wav': ('data/savee/JE_h13.wav', 15.815082320977064)}"
"{'data/savee/DC_h07.wav': ('data/savee/JK_h07.wav', 15.304930981214417)}"
"{'data/savee/DC_h07.wav': ('data/savee/JE_a04.wav', 16.570590202504732)}"
"{'data/savee/DC_h06.wav': ('data/savee/JK_h06.wav', 14.5310901111908)}"
"{'data/savee/DC_h06.wav': ('data/savee/JE_h06.wav', 15.66742563318721)}"
"{'data/savee/DC_h12.wav': ('data/savee/JK_h12.wav', 18.4859406081984)}"
"{'data/savee/DC_h12.wav': ('data/savee/JE_h12.wav', 18.06685119206584)}"
"{'data/savee/DC_f09.wav': ('data/savee/JK_f09.wav', 18.4592130848168)}"
"{'data/savee/DC_f09.wav': ('data/savee/JE_f09.wav', 15.344012957607479)}"
"{'data/savee/DC_n14.wav': ('data/savee/JK_n14.wav', 18.250540475880083)}"
"{'data/savee/DC_n14.wav': ('data/savee/JE_n14.wav', 16.7000325666243)}"
"{'data/savee/DC_n28.wav': ('data/savee/JK_n28.wav', 19.345366392679427)}"
"{'data/savee/DC_n28.wav': ('data/savee/JE_n28.wav', 17.413354784847133)}"
"{'data/savee/DC_n16.wav': ('data/savee/JK_n01.wav', 20.858187780986263)}"
"{'data/savee/DC_n16.wav': ('data/savee/JE_n01.wav', 15.232406764126742)}"
"{'data/savee/DC_n02.wav': ('data/savee/JK_n17.wav', 18.923184284720918)}"
"{'data/savee/DC_n02.wav': ('data/savee/JE_n02.wav', 17.21771746719057)}"
"{'data/savee/DC_d09.wav': ('data/savee/JK_d09.wav', 16.475375620182128)}"
"{'data/savee/DC_d09.wav': ('data/savee/JE_d09.wav', 16.765279267344436)}"
"{'data/savee/DC_h04.wav': ('data/savee/JK_h04.wav', 14.72648571622894)}"
"{'data/savee/DC_h04.wav': ('data/savee/JE_a05.wav', 17.627762606378187)}"
"{'data/savee/DC_h10.wav': ('data/savee/JK_h10.wav', 15.581773299023123)}"
"{'data/savee/DC_h10.wav': ('data/savee/JE_a04.wav', 16.83431548806659)}"
"{'data/savee/DC_h11.wav': ('data/savee/JK_h11.wav', 19.771553908154054)}"
"{'data/savee/DC_h11.wav': ('data/savee/JE_su08.wav', 19.685622297555042)}"
"{'data/savee/DC_h05.wav': ('data/savee/JK_h05.wav', 17.961422519712283)}"
"{'data/savee/DC_h05.wav': ('data/savee/JE_f10.wav', 18.29756321627472)}"
"{'data/savee/DC_d08.wav': ('data/savee/JK_n27.wav', 20.16325883862675)}"
"{'data/savee/DC_d08.wav': ('data/savee/JE_n19.wav', 18.43090328848099)}"
"{'data/savee/DC_n03.wav': ('data/savee/JK_n18.wav', 15.300640077255467)}"
"{'data/savee/DC_n03.wav': ('data/savee/JE_n18.wav', 9.80280304740927)}"
"{'data/savee/DC_n17.wav': ('data/savee/JK_n17.wav', 18.88076161343933)}"
"{'data/savee/DC_n17.wav': ('data/savee/JE_n17.wav', 19.463141114897624)}"
"{'data/savee/DC_sa11.wav': ('data/savee/JK_sa11.wav', 18.630207821725413)}"
"{'data/savee/DC_sa11.wav': ('data/savee/JE_sa11.wav', 16.333361365967033)}"
"{'data/savee/DC_sa05.wav': ('data/savee/JK_n28.wav', 18.488280307238103)}"
"{'data/savee/DC_sa05.wav': ('data/savee/JE_sa05.wav', 17.265371091880695)}"
"{'data/savee/DC_sa04.wav': ('data/savee/JK_n27.wav', 18.391440864067924)}"
"{'data/savee/DC_sa04.wav': ('data/savee/JE_d08.wav', 18.98693255626935)}"
"{'data/savee/DC_sa10.wav': ('data/savee/JK_n19.wav', 20.669451092428915)}"
"{'data/savee/DC_sa10.wav': ('data/savee/JE_h05.wav', 20.256974889248447)}"
"{'data/savee/DC_sa06.wav': ('data/savee/JK_sa08.wav', 18.300672346359335)}"
"{'data/savee/DC_sa06.wav': ('data/savee/JE_sa06.wav', 13.690080106011896)}"
"{'data/savee/DC_sa12.wav': ('data/savee/JK_sa12.wav', 16.757471889879916)}"
"{'data/savee/DC_sa12.wav': ('data/savee/JE_sa12.wav', 18.048628427373064)}"
"{'data/savee/DC_a08.wav': ('data/savee/JK_a08.wav', 15.063672576061771)}"
"{'data/savee/DC_a08.wav': ('data/savee/JE_a08.wav', 14.029881815062499)}"
"{'data/savee/DC_a09.wav': ('data/savee/JK_d12.wav', 18.219491390392918)}"
"{'data/savee/DC_a09.wav': ('data/savee/JE_a09.wav', 16.999963808311925)}"
"{'data/savee/DC_sa13.wav': ('data/savee/JK_sa13.wav', 16.15194744753016)}"
"{'data/savee/DC_sa13.wav': ('data/savee/JE_sa13.wav', 14.919243524007282)}"
"{'data/savee/DC_sa07.wav': ('data/savee/JK_sa07.wav', 14.601019421636773)}"
"{'data/savee/DC_sa07.wav': ('data/savee/JE_d07.wav', 16.54161764384355)}"
"{'data/savee/DC_sa03.wav': ('data/savee/JK_n03.wav', 12.443504145912861)}"
"{'data/savee/DC_sa03.wav': ('data/savee/JE_n18.wav', 12.412069937414849)}"
"{'data/savee/DC_sa02.wav': ('data/savee/JK_n02.wav', 16.524489355889692)}"
"{'data/savee/DC_sa02.wav': ('data/savee/JE_sa02.wav', 17.126925995848847)}"
"{'data/savee/DC_sa14.wav': ('data/savee/JK_sa14.wav', 18.29980925920187)}"
"{'data/savee/DC_sa14.wav': ('data/savee/JE_sa14.wav', 16.512526822269365)}"
"{'data/savee/DC_sa01.wav': ('data/savee/JK_n16.wav', 17.828850400604594)}"
"{'data/savee/DC_sa01.wav': ('data/savee/JE_n01.wav', 17.086168603918996)}"
"{'data/savee/DC_sa15.wav': ('data/savee/JK_sa15.wav', 18.107213152269498)}"
"{'data/savee/DC_sa15.wav': ('data/savee/JE_sa15.wav', 18.861964774307083)}"
"{'data/savee/DC_a02.wav': ('data/savee/JK_a02.wav', 13.890839797025395)}"
"{'data/savee/DC_a02.wav': ('data/savee/JE_a02.wav', 13.812423687147852)}"
"{'data/savee/DC_a03.wav': ('data/savee/JK_su03.wav', 13.232555102250155)}"
"{'data/savee/DC_a03.wav': ('data/savee/JE_a03.wav', 12.703741228854334)}"
"{'data/savee/DC_a15.wav': ('data/savee/JK_a15.wav', 17.2538281784744)}"
"{'data/savee/DC_a15.wav': ('data/savee/JE_a15.wav', 16.671565807164654)}"
"{'data/savee/DC_a01.wav': ('data/savee/JK_a01.wav', 16.37565614086842)}"
"{'data/savee/DC_a01.wav': ('data/savee/JE_d01.wav', 16.47822523265435)}"
"{'data/savee/DC_a14.wav': ('data/savee/JK_a14.wav', 18.285861778836317)}"
"{'data/savee/DC_a14.wav': ('data/savee/JE_a14.wav', 17.885080727194644)}"
"{'data/savee/DC_a10.wav': ('data/savee/JK_a10.wav', 18.98886215457751)}"
"{'data/savee/DC_a10.wav': ('data/savee/JE_a10.wav', 16.095395126620268)}"
"{'data/savee/DC_a04.wav': ('data/savee/JK_a04.wav', 14.61990931375711)}"
"{'data/savee/DC_a04.wav': ('data/savee/JE_a04.wav', 13.271745850411602)}"
"{'data/savee/DC_a05.wav': ('data/savee/JK_a05.wav', 14.816410713874015)}"
"{'data/savee/DC_a05.wav': ('data/savee/JE_h13.wav', 15.8006379165694)}"
"{'data/savee/DC_a11.wav': ('data/savee/JK_n26.wav', 18.763455319563814)}"
"{'data/savee/DC_a11.wav': ('data/savee/JE_a11.wav', 15.995113007401427)}"
"{'data/savee/DC_sa09.wav': ('data/savee/JK_sa09.wav', 16.64914140981179)}"
"{'data/savee/DC_sa09.wav': ('data/savee/JE_sa09.wav', 16.374479173804804)}"
"{'data/savee/DC_a07.wav': ('data/savee/JK_su03.wav', 14.72610684502708)}"
"{'data/savee/DC_a07.wav': ('data/savee/JE_a07.wav', 15.369523870035348)}"
"{'data/savee/DC_a13.wav': ('data/savee/JK_su13.wav', 18.982886065526376)}"
"{'data/savee/DC_a13.wav': ('data/savee/JE_a13.wav', 14.620478096511215)}"
"{'data/savee/DC_a12.wav': ('data/savee/JK_sa07.wav', 17.571616789001958)}"
"{'data/savee/DC_a12.wav': ('data/savee/JE_a12.wav', 15.002439467829552)}"
"{'data/savee/DC_a06.wav': ('data/savee/JK_a06.wav', 17.726223826022103)}"
"{'data/savee/DC_a06.wav': ('data/savee/JE_a06.wav', 14.651577590414707)}"
"{'data/savee/DC_sa08.wav': ('data/savee/JK_sa08.wav', 14.892813063591719)}"
"{'data/savee/DC_sa08.wav': ('data/savee/JE_sa09.wav', 18.246417365938886)}"
"{'data/savee/DC_n26.wav': ('data/savee/JK_n26.wav', 18.23540190333979)}"
"{'data/savee/DC_n26.wav': ('data/savee/JE_n08.wav', 18.35270084181992)}"
"{'data/savee/DC_su14.wav': ('data/savee/JK_su14.wav', 16.675942562187355)}"
"{'data/savee/DC_su14.wav': ('data/savee/JE_h05.wav', 17.366183406295693)}"
"{'data/savee/DC_d05.wav': ('data/savee/JK_n22.wav', 18.364493280427606)}"
"{'data/savee/DC_d05.wav': ('data/savee/JE_n19.wav', 18.168277167479022)}"
"{'data/savee/DC_d11.wav': ('data/savee/JK_d11.wav', 19.328548355460352)}"
"{'data/savee/DC_d11.wav': ('data/savee/JE_d11.wav', 17.489600204198787)}"
"{'data/savee/DC_f07.wav': ('data/savee/JK_f07.wav', 18.189504767221415)}"
"{'data/savee/DC_f07.wav': ('data/savee/JE_f07.wav', 18.296456378015378)}"
"{'data/savee/DC_f13.wav': ('data/savee/JK_f13.wav', 16.469938389602895)}"
"{'data/savee/DC_f13.wav': ('data/savee/JE_f10.wav', 16.479821548253984)}"
"{'data/savee/DC_h08.wav': ('data/savee/JK_h08.wav', 14.438823608460739)}"
"{'data/savee/DC_h08.wav': ('data/savee/JE_a04.wav', 14.502328526921035)}"
"{'data/savee/DC_h09.wav': ('data/savee/JK_h09.wav', 14.036495264322607)}"
"{'data/savee/DC_h09.wav': ('data/savee/JE_a02.wav', 16.392590166364375)}"
"{'data/savee/DC_f12.wav': ('data/savee/JK_f12.wav', 20.375608474781313)}"
"{'data/savee/DC_f12.wav': ('data/savee/JE_f12.wav', 17.734389420789554)}"
"{'data/savee/DC_f06.wav': ('data/savee/JK_f06.wav', 17.29750328393515)}"
"{'data/savee/DC_f06.wav': ('data/savee/JE_f10.wav', 17.21824181855003)}"
"{'data/savee/DC_d10.wav': ('data/savee/JK_d13.wav', 20.46062857524453)}"
"{'data/savee/DC_d10.wav': ('data/savee/JE_d10.wav', 17.232524763088026)}"
"{'data/savee/DC_d04.wav': ('data/savee/JK_n21.wav', 17.135064248585277)}"
"{'data/savee/DC_d04.wav': ('data/savee/JE_n21.wav', 16.343773229214506)}"
"{'data/savee/DC_su01.wav': ('data/savee/JK_n16.wav', 18.088455265154334)}"
"{'data/savee/DC_su01.wav': ('data/savee/JE_d01.wav', 16.298331580207204)}"
"{'data/savee/DC_su15.wav': ('data/savee/JK_d04.wav', 17.840003235241227)}"
"{'data/savee/DC_su15.wav': ('data/savee/JE_su15.wav', 18.0301749939967)}"
"{'data/savee/DC_n27.wav': ('data/savee/JK_n27.wav', 18.9354863355065)}"
"{'data/savee/DC_n27.wav': ('data/savee/JE_n27.wav', 17.610280246767356)}"
"{'data/savee/DC_n25.wav': ('data/savee/JK_n25.wav', 19.960419243574144)}"
"{'data/savee/DC_n25.wav': ('data/savee/JE_n25.wav', 17.747596562518723)}"
"{'data/savee/DC_n19.wav': ('data/savee/JK_n19.wav', 16.769104572846036)}"
"{'data/savee/DC_n19.wav': ('data/savee/JE_n19.wav', 15.608199396631841)}"
"{'data/savee/DC_su03.wav': ('data/savee/JK_f03.wav', 14.630343637216594)}"
"{'data/savee/DC_su03.wav': ('data/savee/JE_a03.wav', 15.43269293581305)}"
"{'data/savee/DC_d12.wav': ('data/savee/JK_d12.wav', 17.811553303404928)}"
"{'data/savee/DC_d12.wav': ('data/savee/JE_f04.wav', 17.239526405487837)}"
"{'data/savee/DC_d06.wav': ('data/savee/JK_d06.wav', 18.12764115968327)}"
"{'data/savee/DC_d06.wav': ('data/savee/JE_d06.wav', 15.75325311373345)}"
"{'data/savee/DC_f10.wav': ('data/savee/JK_f03.wav', 16.602310227288026)}"
"{'data/savee/DC_f10.wav': ('data/savee/JE_f10.wav', 15.52025021339256)}"
"{'data/savee/DC_f04.wav': ('data/savee/JK_f04.wav', 16.547382788915076)}"
"{'data/savee/DC_f04.wav': ('data/savee/JE_f04.wav', 14.944508685692877)}"
"{'data/savee/DC_f05.wav': ('data/savee/JK_f05.wav', 17.019897738587282)}"
"{'data/savee/DC_f05.wav': ('data/savee/JE_f05.wav', 16.756457790692046)}"
"{'data/savee/DC_f11.wav': ('data/savee/JK_f11.wav', 19.601030816285636)}"
"{'data/savee/DC_f11.wav': ('data/savee/JE_f11.wav', 17.472199408109276)}"
"{'data/savee/DC_d07.wav': ('data/savee/JK_d07.wav', 14.172768842834499)}"
"{'data/savee/DC_d07.wav': ('data/savee/JE_d07.wav', 14.307640345894908)}"
"{'data/savee/DC_d13.wav': ('data/savee/JK_d13.wav', 17.187612515897055)}"
"{'data/savee/DC_d13.wav': ('data/savee/JE_d13.wav', 19.402156437793746)}"
"{'data/savee/DC_n18.wav': ('data/savee/JK_n18.wav', 16.739262315515013)}"
"{'data/savee/DC_n18.wav': ('data/savee/JE_n18.wav', 11.888364061929805)}"
"{'data/savee/DC_su02.wav': ('data/savee/JK_n17.wav', 16.939063493520496)}"
"{'data/savee/DC_su02.wav': ('data/savee/JE_h02.wav', 16.275425895115937)}"
"{'data/savee/DC_n30.wav': ('data/savee/JK_n30.wav', 19.456197604254164)}"
"{'data/savee/DC_n30.wav': ('data/savee/JE_sa05.wav', 18.67054883509619)}"
"{'data/savee/DC_n24.wav': ('data/savee/JK_n30.wav', 19.037733913874927)}"
"{'data/savee/DC_n24.wav': ('data/savee/JE_n12.wav', 18.213299175756937)}"
"{'data/savee/DC_su06.wav': ('data/savee/JK_f04.wav', 17.745505554390938)}"
"{'data/savee/DC_su06.wav': ('data/savee/JE_f10.wav', 17.136380951716426)}"
"{'data/savee/DC_n08.wav': ('data/savee/JK_n08.wav', 18.03199072912409)}"
"{'data/savee/DC_n08.wav': ('data/savee/JE_n08.wav', 14.951878429742322)}"
"{'data/savee/DC_su12.wav': ('data/savee/JK_su14.wav', 19.046057411654942)}"
"{'data/savee/DC_su12.wav': ('data/savee/JE_su12.wav', 16.637422585651052)}"
"{'data/savee/DC_n20.wav': ('data/savee/JK_n20.wav', 16.835398332766825)}"
"{'data/savee/DC_n20.wav': ('data/savee/JE_n20.wav', 16.107777894305627)}"
"{'data/savee/DC_d03.wav': ('data/savee/JK_n03.wav', 13.147062478540908)}"
"{'data/savee/DC_d03.wav': ('data/savee/JE_n18.wav', 14.331103360039803)}"
"{'data/savee/DC_f15.wav': ('data/savee/JK_f15.wav', 18.840296652558138)}"
"{'data/savee/DC_f15.wav': ('data/savee/JE_h05.wav', 18.600857769221516)}"
"{'data/savee/DC_f01.wav': ('data/savee/JK_a01.wav', 15.63013878967671)}"
"{'data/savee/DC_f01.wav': ('data/savee/JE_f01.wav', 16.94767321895256)}"
"{'data/savee/DC_f14.wav': ('data/savee/JK_f14.wav', 17.87852105054501)}"
"{'data/savee/DC_f14.wav': ('data/savee/JE_f09.wav', 18.602963991575887)}"
"{'data/savee/DC_d02.wav': ('data/savee/JK_n17.wav', 17.04219267046696)}"
"{'data/savee/DC_d02.wav': ('data/savee/JE_n02.wav', 16.34312508594422)}"
"{'data/savee/DC_n21.wav': ('data/savee/JK_n21.wav', 18.806583768505135)}"
"{'data/savee/DC_n21.wav': ('data/savee/JE_n21.wav', 17.306230037146364)}"
"{'data/savee/DC_n09.wav': ('data/savee/JK_n09.wav', 17.43568266526886)}"
