Data
"{'data/savee/JE_sa08.wav': ('data/savee/DC_n29.wav', 18.3894233977544)}"
"{'data/savee/JE_sa08.wav': ('data/savee/JK_sa08.wav', 18.896829612980024)}"
"{'data/savee/JE_sa09.wav': ('data/savee/DC_sa09.wav', 16.374479173804804)}"
"{'data/savee/JE_sa09.wav': ('data/savee/JK_sa09.wav', 15.870167410393039)}"
"{'data/savee/JE_a09.wav': ('data/savee/DC_a09.wav', 16.999963808311925)}"
"{'data/savee/JE_a09.wav': ('data/savee/JK_a09.wav', 14.725765386681916)}"
"{'data/savee/JE_a08.wav': ('data/savee/DC_a08.wav', 14.029881815062499)}"
"{'data/savee/JE_a08.wav': ('data/savee/JK_a08.wav', 14.171319475085737)}"
"{'data/savee/JE_su04.wav': ('data/savee/DC_su11.wav', 16.88722778463153)}"
"{'data/savee/JE_su04.wav': ('data/savee/JK_sa08.wav', 17.149137655145456)}"
"{'data/savee/JE_su10.wav': ('data/savee/DC_a08.wav', 16.832103111565655)}"
"{'data/savee/JE_su10.wav': ('data/savee/JK_su10.wav', 15.517799127167386)}"
"{'data/savee/JE_h12.wav': ('data/savee/DC_h12.wav', 18.06685119206584)}"
"{'data/savee/JE_h12.wav': ('data/savee/JK_h12.wav', 19.104978403203972)}"
"{'data/savee/JE_h06.wav': ('data/savee/DC_h06.wav', 15.66742563318721)}"
"{'data/savee/JE_h06.wav': ('data/savee/JK_h06.wav', 15.950350200868193)}"
"{'data/savee/JE_f09.wav': ('data/savee/DC_f09.wav', 15.344012957607479)}"
"{'data/savee/JE_f09.wav': ('data/savee/JK_f09.wav', 16.027583182702887)}"
"{'data/savee/JE_n14.wav': ('data/savee/DC_n14.wav', 16.7000325666243)}"
"{'data/savee/JE_n14.wav': ('data/savee/JK_n14.wav', 17.741557121444906)}"
"{'data/savee/JE_n28.wav': ('data/savee/DC_n28.wav', 17.413354784847133)}"
"{'data/savee/JE_n28.wav': ('data/savee/JK_n28.wav', 20.977553096317536)}"
"{'data/savee/JE_n29.wav': ('data/savee/DC_n29.wav', 16.30018976701988)}"
"{'data/savee/JE_n29.wav': ('data/savee/JK_n29.wav', 17.86390239795365)}"
"{'data/savee/JE_n15.wav': ('data/savee/DC_n15.wav', 14.47308535753934)}"
"{'data/savee/JE_n15.wav': ('data/savee/JK_n15.wav', 17.4785141237261)}"
"{'data/savee/JE_n01.wav': ('data/savee/DC_n16.wav', 15.232406764126742)}"
"{'data/savee/JE_n01.wav': ('data/savee/JK_n01.wav', 19.054051332590305)}"
"{'data/savee/JE_f08.wav': ('data/savee/DC_f08.wav', 15.663348447371384)}"
"{'data/savee/JE_f08.wav': ('data/savee/JK_f08.wav', 18.270294478185455)}"
"{'data/savee/JE_h07.wav': ('data/savee/DC_h07.wav', 16.58197687997559)}"
"{'data/savee/JE_h07.wav': ('data/savee/JK_h07.wav', 16.59320594611589)}"
"{'data/savee/JE_h13.wav': ('data/savee/DC_a08.wav', 14.406382816492913)}"
"{'data/savee/JE_h13.wav': ('data/savee/JK_h13.wav', 14.009635185500615)}"
"{'data/savee/JE_su11.wav': ('data/savee/DC_su11.wav', 15.542681048825578)}"
"{'data/savee/JE_su11.wav': ('data/savee/JK_su11.wav', 16.687516855899535)}"
"{'data/savee/JE_su05.wav': ('data/savee/DC_su11.wav', 16.723215398669456)}"
"{'data/savee/JE_su05.wav': ('data/savee/JK_sa09.wav', 15.597449840857617)}"
"{'data/savee/JE_su13.wav': ('data/savee/DC_su13.wav', 14.869959616355766)}"
"{'data/savee/JE_su13.wav': ('data/savee/JK_su13.wav', 16.17467617388712)}"
"{'data/savee/JE_su07.wav': ('data/savee/DC_su11.wav', 17.62225326399739)}"
"{'data/savee/JE_su07.wav': ('data/savee/JK_sa09.wav', 18.12670373589506)}"
"{'data/savee/JE_d08.wav': ('data/savee/DC_sa02.wav', 17.248162785588015)}"
"{'data/savee/JE_d08.wav': ('data/savee/JK_sa09.wav', 16.720500210313514)}"
"{'data/savee/JE_h05.wav': ('data/savee/DC_su13.wav', 16.462428554600123)}"
"{'data/savee/JE_h05.wav': ('data/savee/JK_h05.wav', 14.01414043432804)}"
"{'data/savee/JE_h11.wav': ('data/savee/DC_a09.wav', 18.376685086991547)}"
"{'data/savee/JE_h11.wav': ('data/savee/JK_h11.wav', 17.324440380938242)}"
"{'data/savee/JE_n17.wav': ('data/savee/DC_d02.wav', 18.551024097009844)}"
"{'data/savee/JE_n17.wav': ('data/savee/JK_n17.wav', 19.431849004058915)}"
"{'data/savee/JE_n03.wav': ('data/savee/DC_n03.wav', 12.208571082208719)}"
"{'data/savee/JE_n03.wav': ('data/savee/JK_n18.wav', 14.632429272460717)}"
"{'data/savee/JE_n02.wav': ('data/savee/DC_d02.wav', 16.34312508594422)}"
"{'data/savee/JE_n02.wav': ('data/savee/JK_n17.wav', 17.02390795684183)}"
"{'data/savee/JE_n16.wav': ('data/savee/DC_n16.wav', 18.138617489394395)}"
"{'data/savee/JE_n16.wav': ('data/savee/JK_n16.wav', 19.69196283984475)}"
"{'data/savee/JE_h10.wav': ('data/savee/DC_su11.wav', 18.25659349353535)}"
"{'data/savee/JE_h10.wav': ('data/savee/JK_h10.wav', 16.994507641345262)}"
"{'data/savee/JE_h04.wav': ('data/savee/DC_sa07.wav', 17.47071134633457)}"
"{'data/savee/JE_h04.wav': ('data/savee/JK_h04.wav', 15.169800919610461)}"
"{'data/savee/JE_d09.wav': ('data/savee/DC_d09.wav', 16.765279267344436)}"
"{'data/savee/JE_d09.wav': ('data/savee/JK_d09.wav', 18.05970806057759)}"
"{'data/savee/JE_su06.wav': ('data/savee/DC_su11.wav', 16.707565095769525)}"
"{'data/savee/JE_su06.wav': ('data/savee/JK_sa03.wav', 15.216444629342506)}"
"{'data/savee/JE_su12.wav': ('data/savee/DC_su12.wav', 16.637422585651052)}"
