Data
"{'data/savee/JE_su08.wav': ('data/savee/DC_su13.wav', 10.209867409042355)}"
"{'data/savee/JE_su08.wav': ('data/savee/JK_su14.wav', 10.556383890050897)}"
"{'data/savee/JE_d06.wav': ('data/savee/DC_d06.wav', 10.71457095170614)}"
"{'data/savee/JE_d06.wav': ('data/savee/JK_n05.wav', 12.07883693005797)}"
"{'data/savee/JE_a12.wav': ('data/savee/DC_a12.wav', 10.377659212570023)}"
"{'data/savee/JE_a12.wav': ('data/savee/JK_h04.wav', 11.308805345412496)}"
"{'data/savee/JE_d05.wav': ('data/savee/DC_f02.wav', 11.212582038211947)}"
"{'data/savee/JE_d05.wav': ('data/savee/JK_n22.wav', 10.557281253274738)}"
"{'data/savee/JE_d08.wav': ('data/savee/DC_sa02.wav', 11.311414709613777)}"
"{'data/savee/JE_d08.wav': ('data/savee/JK_d08.wav', 11.14285078470741)}"
"{'data/savee/JE_h01.wav': ('data/savee/DC_h01.wav', 11.174070972651243)}"
"{'data/savee/JE_h01.wav': ('data/savee/JK_sa01.wav', 10.64898218222194)}"
"{'data/savee/JE_d11.wav': ('data/savee/DC_d11.wav', 11.41296569243169)}"
"{'data/savee/JE_d11.wav': ('data/savee/JK_n22.wav', 13.74302463270851)}"
"{'data/savee/JE_n19.wav': ('data/savee/DC_n19.wav', 10.538906897576204)}"
"{'data/savee/JE_n19.wav': ('data/savee/JK_n19.wav', 11.89159290152383)}"
"{'data/savee/JE_sa03.wav': ('data/savee/DC_sa03.wav', 10.91665327846484)}"
"{'data/savee/JE_sa03.wav': ('data/savee/JK_n03.wav', 12.566549866507257)}"
"{'data/savee/JE_sa05.wav': ('data/savee/DC_n28.wav', 11.224735347148982)}"
"{'data/savee/JE_sa05.wav': ('data/savee/JK_n28.wav', 12.288893227207792)}"
"{'data/savee/JE_sa15.wav': ('data/savee/DC_sa15.wav', 13.060916829714458)}"
"{'data/savee/JE_sa15.wav': ('data/savee/JK_sa15.wav', 12.676360362385804)}"
"{'data/savee/JE_su12.wav': ('data/savee/DC_su12.wav', 11.07175008063507)}"
"{'data/savee/JE_su12.wav': ('data/savee/JK_sa05.wav', 12.008273999722503)}"
"{'data/savee/JE_sa06.wav': ('data/savee/DC_sa06.wav', 9.265539699703274)}"
"{'data/savee/JE_sa06.wav': ('data/savee/JK_n30.wav', 12.849937957287361)}"
"{'data/savee/JE_n09.wav': ('data/savee/DC_n09.wav', 11.448155087293907)}"
"{'data/savee/JE_n09.wav': ('data/savee/JK_n09.wav', 13.801223514236451)}"
"{'data/savee/JE_n15.wav': ('data/savee/DC_n15.wav', 10.365979582867087)}"
"{'data/savee/JE_n15.wav': ('data/savee/JK_n15.wav', 12.348869212962292)}"
"{'data/savee/JE_f04.wav': ('data/savee/DC_f04.wav', 10.054979537643673)}"
"{'data/savee/JE_f04.wav': ('data/savee/JK_n23.wav', 10.57997595973458)}"
"{'data/savee/JE_n01.wav': ('data/savee/DC_n16.wav', 10.673366303425569)}"
"{'data/savee/JE_n01.wav': ('data/savee/JK_n01.wav', 12.94192795397767)}"
"{'data/savee/JE_d10.wav': ('data/savee/DC_d10.wav', 11.956082010898538)}"
"{'data/savee/JE_d10.wav': ('data/savee/JK_d10.wav', 12.373197278625522)}"
"{'data/savee/JE_d14.wav': ('data/savee/DC_d14.wav', 12.502675972488083)}"
"{'data/savee/JE_d14.wav': ('data/savee/JK_sa12.wav', 13.17201861780892)}"
"{'data/savee/JE_h08.wav': ('data/savee/DC_su13.wav', 11.166519467099308)}"
"{'data/savee/JE_h08.wav': ('data/savee/JK_sa03.wav', 10.634291787394162)}"
"{'data/savee/JE_h13.wav': ('data/savee/DC_a08.wav', 9.77961264500109)}"
"{'data/savee/JE_h13.wav': ('data/savee/JK_h13.wav', 9.1532173713009)}"
"{'data/savee/JE_n10.wav': ('data/savee/DC_n10.wav', 11.189118922713908)}"
"{'data/savee/JE_n10.wav': ('data/savee/JK_n10.wav', 12.25334511244346)}"
"{'data/savee/JE_f14.wav': ('data/savee/DC_d09.wav', 11.885107291579784)}"
"{'data/savee/JE_f14.wav': ('data/savee/JK_sa04.wav', 11.841053510666567)}"
"{'data/savee/JE_f07.wav': ('data/savee/DC_d12.wav', 11.835856123399699)}"
"{'data/savee/JE_f07.wav': ('data/savee/JK_sa09.wav', 12.283138233146108)}"
"{'data/savee/JE_f11.wav': ('data/savee/DC_sa02.wav', 11.693922286704183)}"
"{'data/savee/JE_f11.wav': ('data/savee/JK_sa02.wav', 12.035130163590964)}"
"{'data/savee/JE_n21.wav': ('data/savee/DC_n21.wav', 11.608702069958836)}"
"{'data/savee/JE_n21.wav': ('data/savee/JK_n30.wav', 12.765538054790218)}"
"{'data/savee/JE_d04.wav': ('data/savee/DC_d04.wav', 12.469297583337761)}"
"{'data/savee/JE_d04.wav': ('data/savee/JK_n21.wav', 10.481104741936576)}"
"{'data/savee/JE_n24.wav': ('data/savee/DC_n24.wav', 12.384720761963242)}"
"{'data/savee/JE_n24.wav': ('data/savee/JK_n30.wav', 13.908865949034226)}"
"{'data/savee/JE_su06.wav': ('data/savee/DC_a08.wav', 11.123256011909161)}"
"{'data/savee/JE_su06.wav': ('data/savee/JK_sa03.wav', 9.341720716656553)}"
"{'data/savee/JE_a11.wav': ('data/savee/DC_a11.wav', 10.94279849012839)}"
"{'data/savee/JE_a11.wav': ('data/savee/JK_sa03.wav', 10.904704853165962)}"
"{'data/savee/JE_n26.wav': ('data/savee/DC_sa03.wav', 11.936343639058896)}"
"{'data/savee/JE_n26.wav': ('data/savee/JK_n26.wav', 12.378256961843396)}"
"{'data/savee/JE_n30.wav': ('data/savee/DC_n30.wav', 14.159008436259867)}"
"{'data/savee/JE_n30.wav': ('data/savee/JK_n30.wav', 14.325173292692629)}"
"{'data/savee/JE_f12.wav': ('data/savee/DC_f12.wav', 12.091968250026609)}"
"{'data/savee/JE_f12.wav': ('data/savee/JK_sa04.wav', 12.471999819194197)}"
"{'data/savee/JE_a05.wav': ('data/savee/DC_h08.wav', 10.78340396274952)}"
"{'data/savee/JE_a05.wav': ('data/savee/JK_a05.wav', 9.942596061789784)}"
"{'data/savee/JE_h07.wav': ('data/savee/DC_su13.wav', 10.912318859153384)}"
"{'data/savee/JE_h07.wav': ('data/savee/JK_sa03.wav', 10.894014923549761)}"
"{'data/savee/JE_d12.wav': ('data/savee/DC_n23.wav', 12.637167465136534)}"
"{'data/savee/JE_d12.wav': ('data/savee/JK_n03.wav', 13.363677310868667)}"
"{'data/savee/JE_sa08.wav': ('data/savee/DC_d04.wav', 12.831667342071887)}"
"{'data/savee/JE_sa08.wav': ('data/savee/JK_sa08.wav', 13.564327336561444)}"
"{'data/savee/JE_f06.wav': ('data/savee/DC_su11.wav', 11.913025194181897)}"
"{'data/savee/JE_f06.wav': ('data/savee/JK_f06.wav', 10.719998588248366)}"
"{'data/savee/JE_f09.wav': ('data/savee/DC_f09.wav', 10.27169299407043)}"
"{'data/savee/JE_f09.wav': ('data/savee/JK_f09.wav', 10.496693338727594)}"
